id,start.date,start.rating,end.date,end.rating,time,start.year,end.year,,
750,36433,5,36524,5,91,1999,1999,,
750,36524,5,36860,5,336,1999,2000,,
750,36860,5,38128,4,1268,2000,2004,,
750,38128,4,38716,4,588,2004,2005,,
751,36310,4,37520,4,1210,1999,2002,,
751,37520,4,38716,5,1196,2002,2005,,
751,37520,5,37894,6,374,2002,2003,,
751,37894,6,38716,6,822,2003,2005,,
752,37489,2,38716,2,1227,2002,2005,,
753,36667,4,38716,4,2049,2000,2005,,
754,36676,6,38716,6,2040,2000,2005,,
755,37620,7,38716,7,1096,2002,2005,,
756,37133,5,37397,4,264,2001,2002,,
756,37397,4,38281,4,884,2002,2004,,
756,38281,4,38716,4,435,2004,2005,,
759,36524,5,38716,5,2192,1999,2005,,
760,38137,3,38716,3,579,2004,2005,,
761,37397,3,38716,3,1319,2002,2005,,
763,37032,4,38716,4,1684,2001,2005,,
765,37406,3,37985,3,579,2002,2003,,
765,37985,3,38716,3,731,2003,2005,,
767,36524,2,38716,2,2192,1999,2005,,
769,37032,2,37985,3,953,2001,2003,,
770,37032,5,37620,6,588,2001,2002,,
770,37955,6,38716,6,761,2003,2005,,
771,36524,6,37924,6,1400,1999,2003,,
771,37924,6,37985,7,61,2003,2003,,
771,37985,7,38716,7,731,2003,2005,,
772,37216,8,37255,7,39,2001,2001,,
772,37985,6,38351,6,366,2003,2004,,
772,38351,6,38493,7,142,2004,2005,,
772,38493,7,38716,7,223,2005,2005,,
774,36890,2,38716,2,1826,2000,2005,,
776,37255,2,38716,2,1461,2001,2005,,
776,37255,2,37404,3,149,2001,2002,,
776,37404,3,38716,3,1312,2002,2005,,
777,37072,4,37397,5,325,2001,2002,,
777,37397,5,37620,5,223,2002,2002,,
777,37620,5,38716,5,1096,2002,2005,,
778,36494,5,38716,6,2222,1999,2005,,
778,36494,6,37194,6,700,1999,2001,,
778,37194,6,37985,6,791,2001,2003,,
778,37985,6,38716,6,731,2003,2005,,
779,37620,4,38716,4,1096,2002,2005,,
780,36667,2,37397,1,730,2000,2002,,
780,37397,1,38716,1,1319,2002,2005,,
781,36667,2,37397,1,730,2000,2002,,
781,37397,1,38716,1,1319,2002,2005,,
782,36667,5,36676,6,9,2000,2000,,
782,36676,6,36703,6,27,2000,2000,,
782,36703,6,37397,7,694,2000,2002,,
783,36728,6,36890,5,162,2000,2000,,
783,36890,5,37032,6,142,2000,2001,,
783,37032,6,38716,7,1684,2001,2005,,
783,37032,7,37071,7,39,2001,2001,,
784,36670,3,36829,4,159,2000,2000,,
784,36829,4,37063,4,234,2000,2001,,
784,37063,4,38716,4,1653,2001,2005,,
785,36454,4,38716,4,2262,1999,2005,,
786,37032,4,37194,4,162,2001,2001,,
786,37194,4,38716,5,1522,2001,2005,,
786,38716,5,38716,5,0,2005,2005,,
787,36301,3,37164,4,863,1999,2001,,
787,37164,4,37397,4,233,2001,2002,,
787,37397,4,37620,5,223,2002,2002,,
787,37620,5,37823,5,203,2002,2003,,
787,37823,5,38716,5,893,2003,2005,,
788,36301,3,36890,2,589,1999,2000,,
788,36890,2,37397,2,507,2000,2002,,
788,37397,2,38716,2,1319,2002,2005,,
789,37406,2,38716,2,1310,2002,2005,,
791,36310,3,36890,3,580,1999,2000,,
791,36890,3,37194,3,304,2000,2001,,
791,37194,3,38716,3,1522,2001,2005,,
793,36524,2,37255,2,731,1999,2001,,
793,37255,2,38716,2,1461,2001,2005,,
794,36524,3,38716,3,2192,1999,2005,,
795,37620,2,38625,2,1005,2002,2005,,
795,38625,2,38716,2,91,2005,2005,,
796,37620,2,38563,2,943,2002,2005,,
796,38563,2,38716,2,153,2005,2005,,
797,36494,7,36524,7,30,1999,1999,,
798,36667,2,38716,2,2049,2000,2005,,
799,36494,3,38189,3,1695,1999,2004,,
799,38189,3,38716,3,527,2004,2005,,
800,38128,4,38716,4,588,2004,2005,,
802,36402,3,38716,3,2314,1999,2005,,
805,37771,3,38716,3,945,2003,2005,,
806,37255,2,38128,2,873,2001,2004,,
806,38128,2,38716,2,588,2004,2005,,
807,36676,2,37620,2,944,2000,2002,,
807,37620,2,38493,2,873,2002,2005,,
807,38493,2,38716,2,223,2005,2005,,
809,37620,2,38655,2,1035,2002,2005,,
809,38655,2,38716,2,61,2005,2005,,
810,38128,2,38716,2,588,2004,2005,,
811,36676,3,37399,2,723,2000,2002,,
813,37490,2,38716,2,1226,2002,2005,,
815,36524,3,37762,2,1238,1999,2003,,
815,37762,2,38716,2,954,2003,2005,,
816,36890,2,37771,1,881,2000,2003,,
816,37771,1,38716,1,945,2003,2005,,
817,36676,3,38716,3,2040,2000,2005,,
818,37041,2,37255,2,214,2001,2001,,
819,37489,2,38716,2,1227,2002,2005,,
820,37581,2,38716,2,1135,2002,2005,,
821,36301,6,38716,6,2415,1999,2005,,
822,36759,3,37620,2,861,2000,2002,,
824,36676,3,37620,2,944,2000,2002,,
824,37620,2,38716,2,1096,2002,2005,,
825,36676,5,37185,6,509,2000,2001,,
825,37185,6,37194,6,9,2001,2001,,
825,37194,6,38716,6,1522,2001,2005,,
826,37032,5,37620,6,588,2001,2002,,
826,37955,7,38716,7,761,2003,2005,,
826,37955,7,38716,7,761,2003,2005,,
827,36820,3,38625,3,1805,2000,2005,,
827,38625,3,38716,3,91,2005,2005,,
828,37255,4,38716,4,1461,2001,2005,,
830,36759,4,37489,5,730,2000,2002,,
830,37489,5,37520,5,31,2002,2002,,
830,37520,5,37771,6,251,2002,2003,,
830,37771,6,38716,6,945,2003,2005,,
831,36667,3,37406,3,739,2000,2002,,
831,37406,3,38716,3,1310,2002,2005,,
832,36393,5,38716,5,2323,1999,2005,,
833,37397,4,37406,4,9,2002,2002,,
833,37406,4,37620,5,214,2002,2002,,
833,37620,5,37762,6,142,2002,2003,,
833,37762,6,37771,7,9,2003,2003,,
834,36667,3,37397,3,730,2000,2002,,
834,37397,3,38716,3,1319,2002,2005,,
835,36301,4,38716,4,2415,1999,2005,,
837,36336,4,36667,4,331,1999,2000,,
837,36667,4,38493,4,1826,2000,2005,,
837,38493,4,38716,4,223,2005,2005,,
838,36332,6,37032,5,700,1999,2001,,
838,37032,5,38716,5,1684,2001,2005,,
839,36332,3,37032,3,700,1999,2001,,
839,37032,3,37041,3,9,2001,2001,,
839,37041,3,37397,4,356,2001,2002,,
839,37397,4,37985,4,588,2002,2003,,
840,36310,4,36829,5,519,1999,2000,,
840,36829,5,36886,6,57,2000,2000,,
840,36886,6,36890,5,4,2000,2000,,
840,36890,5,37620,7,730,2000,2002,,
840,37620,7,38716,7,1096,2002,2005,,
841,37072,5,37255,5,183,2001,2001,,
841,37255,5,37520,6,265,2001,2002,,
841,37520,6,38493,5,973,2002,2005,,
841,38493,5,38716,5,223,2005,2005,,
842,38281,3,38716,3,435,2004,2005,,
843,37620,3,38351,2,731,2002,2004,,
843,38351,2,38716,2,365,2004,2005,,
844,37072,3,37771,4,699,2001,2003,,
844,37771,4,38351,4,580,2003,2004,,
844,38351,4,38716,4,365,2004,2005,,
845,37406,3,38716,3,1310,2002,2005,,
846,37406,4,38716,4,1310,2002,2005,,
847,36667,3,37620,4,953,2000,2002,,
848,36890,3,37620,3,730,2000,2002,,
849,36768,2,37406,3,638,2000,2002,,
849,37406,3,38716,3,1310,2002,2005,,
850,36829,2,37620,3,791,2000,2002,,
850,37620,3,38716,3,1096,2002,2005,,
851,36890,2,37620,3,730,2000,2002,,
851,37620,3,38281,3,661,2002,2004,,
851,38281,3,38716,3,435,2004,2005,,
852,37397,4,37620,4,223,2002,2002,,
852,37620,4,38716,4,1096,2002,2005,,
853,37041,3,38716,3,1675,2001,2005,,
854,37255,4,37397,5,142,2001,2002,,
854,37397,5,37406,5,9,2002,2002,,
854,37406,5,38137,5,731,2002,2004,,
854,38137,5,38251,5,114,2004,2004,,
854,38251,5,38502,4,251,2004,2005,,
854,38502,4,38716,4,214,2005,2005,,
856,36890,2,37620,2,730,2000,2002,,
856,37620,2,38716,2,1096,2002,2005,,
857,36524,5,38625,5,2101,1999,2005,,
857,38625,5,38716,5,91,2005,2005,,
858,37406,3,38716,3,1310,2002,2005,,
860,37225,4,37397,4,172,2001,2002,,
860,37397,4,38716,4,1319,2002,2005,,
863,36764,3,37762,3,998,2000,2003,,
863,37762,3,38716,3,954,2003,2005,,
864,36890,3,37620,4,730,2000,2002,,
864,37620,4,38716,4,1096,2002,2005,,
865,38312,4,38494,4,182,2004,2005,,
865,38494,4,38716,4,222,2005,2005,,
866,37762,3,38351,4,589,2003,2004,,
866,38351,4,38716,4,365,2004,2005,,
866,38716,4,38716,4,0,2005,2005,,
868,38198,4,38686,4,488,2004,2005,,
868,38686,4,38716,4,30,2005,2005,,
869,37762,3,38351,4,589,2003,2004,,
869,38351,4,38716,4,365,2004,2005,,
870,36890,4,37255,4,365,2000,2001,,
870,37255,4,38128,4,873,2001,2004,,
870,38128,4,38716,4,588,2004,2005,,
872,36890,2,37437,3,547,2000,2002,,
872,37437,3,38716,3,1279,2002,2005,,
873,36890,3,37620,3,730,2000,2002,,
873,37620,3,38716,3,1096,2002,2005,,
874,36676,2,37620,3,944,2000,2002,,
876,36890,2,37620,3,730,2000,2002,,
877,37924,4,38128,4,204,2003,2004,,
877,38128,4,38716,4,588,2004,2005,,
878,36698,2,37620,3,922,2000,2002,,
879,37194,3,38716,3,1522,2001,2005,,
880,36667,2,37620,3,953,2000,2002,,
881,38493,2,38716,2,223,2005,2005,,
882,36667,2,37520,3,853,2000,2002,,
883,36829,2,37620,3,791,2000,2002,,
885,36524,3,38716,3,2192,1999,2005,,
887,36524,5,37397,5,873,1999,2002,,
887,37397,5,38281,6,884,2002,2004,,
887,38281,6,38716,6,435,2004,2005,,
888,37397,2,37620,3,223,2002,2002,,
888,37620,3,37915,2,295,2002,2003,,
888,37915,2,38716,2,801,2003,2005,,
889,36515,5,37133,6,618,1999,2001,,
889,37133,6,38716,6,1583,2001,2005,,
891,36890,4,37406,5,516,2000,2002,,
891,37406,5,37762,5,356,2002,2003,,
891,37762,5,38716,5,954,2003,2005,,
893,36310,4,37620,5,1310,1999,2002,,
893,37620,5,38716,5,1096,2002,2005,,
895,37255,4,38716,4,1461,2001,2005,,
897,36301,4,36310,3,9,1999,1999,,
897,36310,3,36332,5,22,1999,1999,,
897,36332,5,36524,6,192,1999,1999,,
897,36524,6,36676,2,152,1999,2000,,
897,36676,2,38716,2,2040,2000,2005,,
898,37620,3,38716,3,1096,2002,2005,,
899,37771,5,37802,6,31,2003,2003,,
899,37802,6,37955,6,153,2003,2003,,
899,37955,6,38128,6,173,2003,2004,,
899,38128,6,38716,6,588,2004,2005,,
900,36524,2,37255,2,731,1999,2001,,
900,37255,2,38716,2,1461,2001,2005,,
902,37093,2,38716,2,1623,2001,2005,,
903,36890,3,37894,3,1004,2000,2003,,
903,37894,3,38716,3,822,2003,2005,,
906,36890,5,37102,6,212,2000,2001,,
906,37102,6,37558,6,456,2001,2002,,
906,37558,6,38351,7,793,2002,2004,,
906,38351,7,38716,7,365,2004,2005,,
907,36676,3,38493,3,1817,2000,2005,,
907,38493,3,38716,3,223,2005,2005,,
908,36332,3,37885,3,1553,1999,2003,,
908,37885,3,38716,3,831,2003,2005,,
911,36310,3,37620,3,1310,1999,2002,,
911,37620,3,38716,3,1096,2002,2005,,
912,37133,4,37559,4,426,2001,2002,,
912,37559,4,38716,4,1157,2002,2005,,
913,36371,4,36799,5,428,1999,2000,,
913,36799,5,36890,5,91,2000,2000,,
913,36890,5,37397,7,507,2000,2002,,
913,37397,7,37406,6,9,2002,2002,,
913,37406,6,37620,7,214,2002,2002,,
914,38351,5,38716,5,365,2004,2005,,
915,36310,7,36433,8,123,1999,1999,,
915,36433,8,38716,8,2283,1999,2005,,
916,37194,3,37255,4,61,2001,2001,,
916,37255,4,37397,4,142,2001,2002,,
916,37397,4,37620,5,223,2002,2002,,
917,36676,7,36768,4,92,2000,2000,,
917,36768,4,36820,6,52,2000,2000,,
917,36820,6,36890,5,70,2000,2000,,
917,36890,5,38716,6,1826,2000,2005,,
917,36890,6,37133,7,243,2000,2001,,
918,36402,5,36667,6,265,1999,2000,,
918,36667,6,36674,6,7,2000,2000,,
918,36674,6,36676,7,2,2000,2000,,
920,36698,2,37620,3,922,2000,2002,,
920,37620,3,38716,3,1096,2002,2005,,
921,38655,3,38716,3,61,2005,2005,,
922,37915,3,38716,3,801,2003,2005,,
923,36667,4,36707,3,40,2000,2000,,
925,36890,4,37225,4,335,2000,2001,,
925,37225,4,37620,3,395,2001,2002,,
925,37620,3,38716,3,1096,2002,2005,,
926,36676,2,37255,2,579,2000,2001,,
926,37255,2,37762,3,507,2001,2003,,
926,37762,3,38716,3,954,2003,2005,,
927,36667,4,37041,6,374,2000,2001,,
927,37041,6,37216,8,175,2001,2001,,
927,37216,8,37255,4,39,2001,2001,,
927,37255,4,38716,4,1461,2001,2005,,
929,36463,2,37041,3,578,1999,2001,,
929,37041,3,37072,3,31,2001,2001,,
929,37072,3,37406,4,334,2001,2002,,
929,37406,4,38716,4,1310,2002,2005,,
930,37529,4,37771,6,242,2002,2003,,
930,37771,6,37894,5,123,2003,2003,,
930,37894,5,38716,5,822,2003,2005,,
932,37955,2,38716,2,761,2003,2005,,
933,36341,4,37133,4,792,1999,2001,,
933,37133,4,38716,4,1583,2001,2005,,
934,36306,6,37185,7,879,1999,2001,,
935,36890,4,38716,4,1826,2000,2005,,
935,36890,4,37032,5,142,2000,2001,,
935,37032,5,38260,4,1228,2001,2004,,
935,38260,4,38716,4,456,2004,2005,,
937,36890,4,37041,4,151,2000,2001,,
937,37041,4,38493,3,1452,2001,2005,,
937,38493,3,38716,3,223,2005,2005,,
938,37762,3,38716,3,954,2003,2005,,
939,36890,4,38716,4,1826,2000,2005,,
940,36667,7,38716,8,2049,2000,2005,,
940,36667,8,36676,6,9,2000,2000,,
941,38198,4,38716,4,518,2004,2005,,
943,36524,4,38716,4,2192,1999,2005,,
945,37467,3,38716,3,1249,2002,2005,,
946,37063,1,38716,1,1653,2001,2005,,
947,37255,3,38130,3,875,2001,2004,,
947,38130,3,38716,3,586,2004,2005,,
948,36698,5,36890,5,192,2000,2000,,
948,36890,5,38716,5,1826,2000,2005,,
951,37255,4,37399,4,144,2001,2002,,
951,37399,4,38716,4,1317,2002,2005,,
952,37124,3,37255,2,131,2001,2001,,
952,37255,2,37620,3,365,2001,2002,,
952,37620,3,38716,3,1096,2002,2005,,
953,37041,2,38716,3,1675,2001,2005,,
953,37041,3,37397,3,356,2001,2002,,
954,36310,4,37255,5,945,1999,2001,,
954,37255,5,38220,4,965,2001,2004,,
954,38220,4,38716,4,496,2004,2005,,
955,36301,6,36667,6,366,1999,2000,,
955,36667,6,36759,7,92,2000,2000,,
955,36759,7,37032,8,273,2000,2001,,
955,37032,8,37164,7,132,2001,2001,,
955,37164,7,38716,7,1552,2001,2005,,
956,36310,5,36524,6,214,1999,1999,,
956,36524,6,37255,6,731,1999,2001,,
956,37255,6,37406,7,151,2001,2002,,
956,37406,7,38493,6,1087,2002,2005,,
956,38493,6,38716,6,223,2005,2005,,
957,38351,3,38716,3,365,2004,2005,,
958,37832,4,38533,3,701,2003,2005,,
958,38533,3,38716,3,183,2005,2005,,
959,36371,3,38533,3,2162,1999,2005,,
959,38533,3,38716,3,183,2005,2005,,
961,36332,4,38128,5,1796,1999,2004,,
961,38128,5,38321,6,193,2004,2004,,
961,38321,6,38495,6,174,2004,2005,,
961,38495,6,38716,6,221,2005,2005,,
962,36402,4,38716,4,2314,1999,2005,,
963,36890,6,37620,5,730,2000,2002,,
963,37620,5,37823,5,203,2002,2003,,
964,36524,7,36759,6,235,1999,2000,,
964,36759,6,37771,6,1012,2000,2003,,
964,37771,6,38716,6,945,2003,2005,,
966,36524,4,38716,4,2192,1999,2005,,
968,37164,3,37762,3,598,2001,2003,,
968,37762,3,38716,3,954,2003,2005,,
969,36524,3,36759,2,235,1999,2000,,
969,36759,2,37985,3,1226,2000,2003,,
969,37985,3,38716,3,731,2003,2005,,
970,37795,3,38686,2,891,2003,2005,,
970,38686,2,38716,2,30,2005,2005,,
971,37854,5,37985,5,131,2003,2003,,
971,37985,5,38716,5,731,2003,2005,,
973,37041,4,37520,4,479,2001,2002,,
973,37520,4,38716,4,1196,2002,2005,,
974,36371,4,37397,4,1026,1999,2002,,
974,37397,4,37428,5,31,2002,2002,,
974,37802,6,38281,6,479,2003,2004,,
974,38281,6,38716,6,435,2004,2005,,
975,37915,3,38351,3,436,2003,2004,,
975,38351,3,38716,3,365,2004,2005,,
976,37985,3,38716,3,731,2003,2005,,
977,37406,4,37428,4,22,2002,2002,,
977,37428,4,37620,4,192,2002,2002,,
977,37620,4,38716,4,1096,2002,2005,,
978,36890,2,38716,2,1826,2000,2005,,
979,38281,5,38716,5,435,2004,2005,,
981,36301,4,36310,4,9,1999,1999,,
981,36310,4,36676,3,366,1999,2000,,
981,36676,3,37406,3,730,2000,2002,,
981,37406,3,38716,3,1310,2002,2005,,
982,36485,3,38502,3,2017,1999,2005,,
982,38502,3,38716,3,214,2005,2005,,
983,37164,4,38716,4,1552,2001,2005,,
984,37041,3,38716,3,1675,2001,2005,,
985,37498,3,37854,2,356,2002,2003,,
985,37854,2,38716,2,862,2003,2005,,
986,37458,2,37771,2,313,2002,2003,,
986,37771,2,38716,2,945,2003,2005,,
987,38198,2,38716,2,518,2004,2005,,
988,36890,4,37854,4,964,2000,2003,,
988,37854,4,38716,4,862,2003,2005,,
990,36301,4,36667,3,366,1999,2000,,
991,38493,3,38716,3,223,2005,2005,,
992,36310,4,38716,4,2406,1999,2005,,
993,37985,6,38716,6,731,2003,2005,,
994,36698,4,37832,4,1134,2000,2003,,
994,37832,4,38716,4,884,2003,2005,,
995,36890,4,37915,4,1025,2000,2003,,
995,37915,4,38716,4,801,2003,2005,,
996,36667,2,38716,2,2049,2000,2005,,
998,38135,2,38716,2,581,2004,2005,,
1000,36301,3,38716,3,2415,1999,2005,,
1002,36676,5,37620,5,944,2000,2002,,
1002,37620,5,37762,7,142,2002,2003,,
1002,37762,7,37924,7,162,2003,2003,,
1003,38260,4,38716,4,456,2004,2005,,
1004,36310,6,37032,5,722,1999,2001,,
1004,37032,5,37397,6,365,2001,2002,,
1004,37397,6,38716,6,1319,2002,2005,,
1005,36310,2,37762,2,1452,1999,2003,,
1005,37762,2,38131,3,369,2003,2004,,
1005,38131,3,38135,3,4,2004,2004,,
1005,38135,3,38716,3,581,2004,2005,,
1006,37155,4,37397,5,242,2001,2002,,
1006,37397,5,37620,5,223,2002,2002,,
1006,37620,5,38716,7,1096,2002,2005,,
1006,37620,7,38128,6,508,2002,2004,,
1006,38128,6,38136,6,8,2004,2004,,
1006,38136,6,38137,5,1,2004,2004,,
1006,38137,5,38497,4,360,2004,2005,,
1006,38497,4,38716,4,219,2005,2005,,
1007,37032,2,37771,3,739,2001,2003,,
1009,37194,3,38716,3,1522,2001,2005,,
1011,36524,6,36890,6,366,1999,2000,,
1011,36890,6,38716,6,1826,2000,2005,,
1012,36301,5,36524,5,223,1999,1999,,
1014,36402,3,38351,3,1949,1999,2004,,
1014,38351,3,38716,3,365,2004,2005,,
1015,38351,6,38533,5,182,2004,2005,,
1015,38533,5,38716,5,183,2005,2005,,
1016,36301,5,36890,4,589,1999,2000,,
1016,36890,4,38716,4,1826,2000,2005,,
1018,36890,7,37072,7,182,2000,2001,,
1018,37072,7,38220,7,1148,2001,2004,,
1018,38220,7,38716,7,496,2004,2005,,
1019,37032,4,38716,4,1684,2001,2005,,
1020,36371,3,36890,2,519,1999,2000,,
1021,36524,2,37762,2,1238,1999,2003,,
1021,37762,2,38189,3,427,2003,2004,,
1021,38189,3,38351,3,162,2004,2004,,
1021,38351,3,38716,3,365,2004,2005,,
1022,36890,3,37620,4,730,2000,2002,,
1022,37620,4,38716,4,1096,2002,2005,,
1023,36301,5,37946,6,1645,1999,2003,,
1023,37946,6,38716,6,770,2003,2005,,
1024,38655,4,38716,4,61,2005,2005,,
1025,37032,4,37955,4,923,2001,2003,,
1025,37955,4,38716,4,761,2003,2005,,
1026,37406,4,38716,4,1310,2002,2005,,
1027,36310,4,36890,4,580,1999,2000,,
1027,36890,4,37529,4,639,2000,2002,,
1027,38351,4,38716,4,365,2004,2005,,
1028,37124,2,37955,3,831,2001,2003,,
1028,37955,3,38716,3,761,2003,2005,,
1029,36768,4,37985,4,1217,2000,2003,,
1029,37985,4,38716,4,731,2003,2005,,
1030,36433,4,36829,3,396,1999,2000,,
1030,36829,3,38221,3,1392,2000,2004,,
1030,38221,3,38716,3,495,2004,2005,,
1031,37854,6,38716,6,862,2003,2005,,
1032,36301,4,36860,3,559,1999,2000,,
1032,36860,3,38312,3,1452,2000,2004,,
1032,38312,3,38716,3,404,2004,2005,,
1033,37255,3,38137,2,882,2001,2004,,
1033,38137,2,38716,2,579,2004,2005,,
1034,36524,6,37041,7,517,1999,2001,,
1034,37041,7,37102,6,61,2001,2001,,
1034,37102,6,37406,8,304,2001,2002,,
1034,37406,8,37458,7,52,2002,2002,,
1034,37458,7,38290,7,832,2002,2004,,
1034,38290,7,38655,5,365,2004,2005,,
1034,38655,5,38716,5,61,2005,2005,,
1035,36890,4,38716,4,1826,2000,2005,,
1036,36676,6,37498,7,822,2000,2002,,
1038,36524,7,36698,7,174,1999,2000,,
1038,36698,7,37529,7,831,2000,2002,,
1038,37529,7,38716,7,1187,2002,2005,,
1040,36890,2,38716,2,1826,2000,2005,,
1045,36667,4,38716,4,2049,2000,2005,,
1046,36301,5,37762,4,1461,1999,2003,,
1046,37762,4,38351,4,589,2003,2004,,
1046,38351,4,38716,4,365,2004,2005,,
1048,36698,5,38716,5,2018,2000,2005,,
1049,36301,6,36524,6,223,1999,1999,,
1049,36524,6,37255,7,731,1999,2001,,
1050,37620,5,38716,5,1096,2002,2005,,
1051,37397,4,37620,5,223,2002,2002,,
1051,37620,5,38312,4,692,2002,2004,,
1051,38312,4,38716,4,404,2004,2005,,
1052,37032,5,37255,5,223,2001,2001,,
1052,37255,5,37762,5,507,2001,2003,,
1052,37762,5,38137,6,375,2003,2004,,
1052,38137,6,38168,7,31,2004,2004,,
1053,37032,4,37095,4,63,2001,2001,,
1053,37095,4,38716,4,1621,2001,2005,,
1054,37032,2,37164,3,132,2001,2001,,
1054,37164,3,38716,3,1552,2001,2005,,
1055,37985,3,38716,3,731,2003,2005,,
1056,37894,4,38716,4,822,2003,2005,,
1057,36860,4,37428,4,568,2000,2002,,
1057,37428,4,38716,4,1288,2002,2005,,
1058,36667,3,38716,3,2049,2000,2005,,
1059,36667,2,38716,2,2049,2000,2005,,
1060,36301,5,36524,5,223,1999,1999,,
1060,36524,5,38716,5,2192,1999,2005,,
1060,36524,5,38128,5,1604,1999,2004,,
1060,38128,5,38716,5,588,2004,2005,,
1061,37397,2,38716,2,1319,2002,2005,,
1062,37620,5,37854,5,234,2002,2003,,
1062,37854,5,38716,5,862,2003,2005,,
1063,37255,2,37397,3,142,2001,2002,,
1063,37397,3,38716,3,1319,2002,2005,,
1064,36790,4,37620,5,830,2000,2002,,
1064,37620,5,37771,5,151,2002,2003,,
1064,37771,5,38716,5,945,2003,2005,,
1065,37194,2,37255,2,61,2001,2001,,
1065,37255,2,37403,3,148,2001,2002,,
1065,37403,3,38716,3,1313,2002,2005,,
1066,36524,3,38198,4,1674,1999,2004,,
1066,38198,4,38716,4,518,2004,2005,,
1068,36301,2,38716,2,2415,1999,2005,,
1069,38132,1,38716,1,584,2004,2005,,
1070,37035,2,37216,2,181,2001,2001,,
1070,37216,2,37397,3,181,2001,2002,,
1070,37397,3,38716,3,1319,2002,2005,,
1071,36301,6,36363,7,62,1999,1999,,
1071,36363,7,36524,7,161,1999,1999,,
1072,36829,3,37529,3,700,2000,2002,,
1072,37529,3,37620,3,91,2002,2002,,
1072,37620,3,38716,3,1096,2002,2005,,
1073,37550,3,38716,3,1166,2002,2005,,
1074,37550,3,38716,3,1166,2002,2005,,
1075,36301,5,36310,4,9,1999,1999,,
1075,36310,4,37397,4,1087,1999,2002,,
1075,37397,4,38493,4,1096,2002,2005,,
1075,38493,4,38716,4,223,2005,2005,,
1078,36454,6,37041,6,587,1999,2001,,
1078,37041,6,37620,6,579,2001,2002,,
1078,37620,6,38159,6,539,2002,2004,,
1080,36301,5,36799,4,498,1999,2000,,
1080,36799,4,37397,6,598,2000,2002,,
1080,37397,6,38716,7,1319,2002,2005,,
1080,37397,7,38716,8,1319,2002,2005,,
1080,37498,7,38716,7,1218,2002,2005,,
1081,36820,6,37255,6,435,2000,2001,,
1081,37255,6,37437,7,182,2001,2002,,
1081,37437,7,38716,7,1279,2002,2005,,
1084,36301,3,36890,2,589,1999,2000,,
1085,36310,2,38716,2,2406,1999,2005,,
1086,37985,3,38716,3,731,2003,2005,,
1087,38260,6,38716,6,456,2004,2005,,
1088,36860,5,37397,5,537,2000,2002,,
1088,37397,5,37985,5,588,2002,2003,,
1088,37985,5,38128,6,143,2003,2004,,
1088,38128,6,38716,6,588,2004,2005,,
1089,36737,5,38655,5,1918,2000,2005,,
1089,38655,5,38716,5,61,2005,2005,,
1090,36860,5,38493,5,1633,2000,2005,,
1090,38493,5,38716,5,223,2005,2005,,
1092,38351,4,38716,4,365,2004,2005,,
1093,36890,4,37620,4,730,2000,2002,,
1093,37620,4,38493,4,873,2002,2005,,
1093,38493,4,38716,4,223,2005,2005,,
1094,37590,4,38716,4,1126,2002,2005,,
1095,37164,4,38220,4,1056,2001,2004,,
1095,38220,4,38716,4,496,2004,2005,,
1096,37399,5,38716,5,1317,2002,2005,,
1097,37397,3,37924,4,527,2002,2003,,
1097,37924,4,38137,3,213,2003,2004,,
1097,38137,3,38716,3,579,2004,2005,,
1098,36310,3,36668,3,358,1999,2000,,
1098,36668,3,38716,3,2048,2000,2005,,
1099,36667,3,38716,3,2049,2000,2005,,
1100,37762,2,38716,2,954,2003,2005,,
1101,36301,4,37255,4,954,1999,2001,,
1101,37255,4,37863,4,608,2001,2003,,
1101,37863,4,38493,5,630,2003,2005,,
1101,38493,5,38716,5,223,2005,2005,,
1102,37985,6,38716,6,731,2003,2005,,
1103,36792,7,37194,8,402,2000,2001,,
1103,37194,8,38716,8,1522,2001,2005,,
1104,37255,2,38716,2,1461,2001,2005,,
1105,36667,3,38716,3,2049,2000,2005,,
1106,36433,5,37529,6,1096,1999,2002,,
1106,37529,6,38716,6,1187,2002,2005,,
1108,36424,4,36463,4,39,1999,1999,,
1108,36463,4,37402,3,939,1999,2002,,
1108,37402,3,38716,3,1314,2002,2005,,
1109,36371,4,36524,4,153,1999,1999,,
1109,36524,4,37467,3,943,1999,2002,,
1109,37467,3,38716,3,1249,2002,2005,,
1111,38137,4,38716,4,579,2004,2005,,
1113,36524,7,37093,7,569,1999,2001,,
1113,37093,7,38716,7,1623,2001,2005,,
1114,36424,6,36890,6,466,1999,2000,,
1114,36890,6,38716,8,1826,2000,2005,,
1115,36524,5,36890,6,366,1999,2000,,
1115,36890,6,37041,5,151,2000,2001,,
1115,37041,5,38716,5,1675,2001,2005,,
1116,38128,4,38716,4,588,2004,2005,,
1118,36310,4,37402,5,1092,1999,2002,,
1118,37402,5,37458,4,56,2002,2002,,
1118,37458,4,38128,4,670,2002,2004,,
1118,38128,4,38493,3,365,2004,2005,,
1118,38493,3,38716,3,223,2005,2005,,
1119,37032,3,37771,4,739,2001,2003,,
1119,37771,4,38128,3,357,2003,2004,,
1119,38128,3,38716,3,588,2004,2005,,
1120,36310,4,38716,4,2406,1999,2005,,
1121,36310,4,36524,4,214,1999,1999,,
1121,36524,4,38716,4,2192,1999,2005,,
1121,36524,4,37124,4,600,1999,2001,,
1121,37124,4,38716,4,1592,2001,2005,,
