id,start.date,start.rating,end.date,end.rating,time,start.year,end.year,,,,,,id,start.date,start.rating,end.date,end.rating
925,40875,4,41270,3,395,2011,2012,,,,44525,44920,925,37225,4,37620,3
925,41270,3,42366,3,1096,2012,2015,,,,44920,46016,925,37620,3,38716,3
926,40326,2,40905,2,579,2010,2011,,,,43976,44555,926,36676,2,37255,2
926,40905,2,41412,3,507,2011,2013,,,,44555,45062,926,37255,2,37762,3
926,41412,3,42366,3,954,2013,2015,,,,45062,46016,926,37762,3,38716,3
927,40317,4,40691,6,374,2010,2011,,,,43967,44341,927,36667,4,37041,6
927,40691,6,40866,8,175,2011,2011,,,,44341,44516,927,37041,6,37216,8
927,40866,8,40905,4,39,2011,2011,,,,44516,44555,927,37216,8,37255,4
927,40905,4,42366,4,1461,2011,2015,,,,44555,46016,927,37255,4,38716,4
929,40113,2,40691,3,578,2009,2011,,,,43763,44341,929,36463,2,37041,3
929,40691,3,40722,3,31,2011,2011,,,,44341,44372,929,37041,3,37072,3
929,40722,3,41056,4,334,2011,2012,,,,44372,44706,929,37072,3,37406,4
929,41056,4,42366,4,1310,2012,2015,,,,44706,46016,929,37406,4,38716,4
930,41179,4,41421,6,242,2012,2013,,,,44829,45071,930,37529,4,37771,6
930,41421,6,41544,5,123,2013,2013,,,,45071,45194,930,37771,6,37894,5
930,41544,5,42366,5,822,2013,2015,,,,45194,46016,930,37894,5,38716,5
932,41605,2,42366,2,761,2013,2015,,,,45255,46016,932,37955,2,38716,2
933,39991,4,40783,4,792,2009,2011,,,,43641,44433,933,36341,4,37133,4
933,40783,4,42366,4,1583,2011,2015,,,,44433,46016,933,37133,4,38716,4
934,39956,6,40835,7,879,2009,2011,,,,43606,44485,934,36306,6,37185,7
935,40540,4,42366,4,1826,2010,2015,,,,44190,46016,935,36890,4,38716,4
935,40540,4,40682,5,142,2010,2011,,,,44190,44332,935,36890,4,37032,5
935,40682,5,41910,4,1228,2011,2014,,,,44332,45560,935,37032,5,38260,4
935,41910,4,42366,4,456,2014,2015,,,,45560,46016,935,38260,4,38716,4
937,40540,4,40691,4,151,2010,2011,,,,44190,44341,937,36890,4,37041,4
937,40691,4,42143,3,1452,2011,2015,,,,44341,45793,937,37041,4,38493,3
937,42143,3,42366,3,223,2015,2015,,,,45793,46016,937,38493,3,38716,3
938,41412,3,42366,3,954,2013,2015,,,,45062,46016,938,37762,3,38716,3
939,40540,4,42366,4,1826,2010,2015,,,,44190,46016,939,36890,4,38716,4
940,40317,7,42366,8,2049,2010,2015,,,,43967,46016,940,36667,7,38716,8
940,40317,8,40326,6,9,2010,2010,,,,43967,43976,940,36667,8,36676,6
941,41848,4,42366,4,518,2014,2015,,,,45498,46016,941,38198,4,38716,4
943,40174,4,42366,4,2192,2009,2015,,,,43824,46016,943,36524,4,38716,4
945,41117,3,42366,3,1249,2012,2015,,,,44767,46016,945,37467,3,38716,3
946,40713,1,42366,1,1653,2011,2015,,,,44363,46016,946,37063,1,38716,1
947,40905,3,41780,3,875,2011,2014,,,,44555,45430,947,37255,3,38130,3
947,41780,3,42366,3,586,2014,2015,,,,45430,46016,947,38130,3,38716,3
948,40348,5,40540,5,192,2010,2010,,,,43998,44190,948,36698,5,36890,5
948,40540,5,42366,5,1826,2010,2015,,,,44190,46016,948,36890,5,38716,5
951,40905,4,41049,4,144,2011,2012,,,,44555,44699,951,37255,4,37399,4
951,41049,4,42366,4,1317,2012,2015,,,,44699,46016,951,37399,4,38716,4
952,40774,3,40905,2,131,2011,2011,,,,44424,44555,952,37124,3,37255,2
952,40905,2,41270,3,365,2011,2012,,,,44555,44920,952,37255,2,37620,3
952,41270,3,42366,3,1096,2012,2015,,,,44920,46016,952,37620,3,38716,3
953,40691,2,42366,3,1675,2011,2015,,,,44341,46016,953,37041,2,38716,3
953,40691,3,41047,3,356,2011,2012,,,,44341,44697,953,37041,3,37397,3
954,39960,4,40905,5,945,2009,2011,,,,43610,44555,954,36310,4,37255,5
954,40905,5,41870,4,965,2011,2014,,,,44555,45520,954,37255,5,38220,4
954,41870,4,42366,4,496,2014,2015,,,,45520,46016,954,38220,4,38716,4
955,39951,6,40317,6,366,2009,2010,,,,43601,43967,955,36301,6,36667,6
955,40317,6,40409,7,92,2010,2010,,,,43967,44059,955,36667,6,36759,7
955,40409,7,40682,8,273,2010,2011,,,,44059,44332,955,36759,7,37032,8
955,40682,8,40814,7,132,2011,2011,,,,44332,44464,955,37032,8,37164,7
955,40814,7,42366,7,1552,2011,2015,,,,44464,46016,955,37164,7,38716,7
956,39960,5,40174,6,214,2009,2009,,,,43610,43824,956,36310,5,36524,6
956,40174,6,40905,6,731,2009,2011,,,,43824,44555,956,36524,6,37255,6
956,40905,6,41056,7,151,2011,2012,,,,44555,44706,956,37255,6,37406,7
956,41056,7,42143,6,1087,2012,2015,,,,44706,45793,956,37406,7,38493,6
956,42143,6,42366,6,223,2015,2015,,,,45793,46016,956,38493,6,38716,6
957,42001,3,42366,3,365,2014,2015,,,,45651,46016,957,38351,3,38716,3
958,41482,4,42183,3,701,2013,2015,,,,45132,45833,958,37832,4,38533,3
958,42183,3,42366,3,183,2015,2015,,,,45833,46016,958,38533,3,38716,3
959,40021,3,42183,3,2162,2009,2015,,,,43671,45833,959,36371,3,38533,3
959,42183,3,42366,3,183,2015,2015,,,,45833,46016,959,38533,3,38716,3
961,39982,4,41778,5,1796,2009,2014,,,,43632,45428,961,36332,4,38128,5
961,41778,5,41971,6,193,2014,2014,,,,45428,45621,961,38128,5,38321,6
961,41971,6,42145,6,174,2014,2015,,,,45621,45795,961,38321,6,38495,6
961,42145,6,42366,6,221,2015,2015,,,,45795,46016,961,38495,6,38716,6
962,40052,4,42366,4,2314,2009,2015,,,,43702,46016,962,36402,4,38716,4
963,40540,6,41270,5,730,2010,2012,,,,44190,44920,963,36890,6,37620,5
963,41270,5,41473,5,203,2012,2013,,,,44920,45123,963,37620,5,37823,5
964,40174,7,40409,6,235,2009,2010,,,,43824,44059,964,36524,7,36759,6
964,40409,6,41421,6,1012,2010,2013,,,,44059,45071,964,36759,6,37771,6
964,41421,6,42366,6,945,2013,2015,,,,45071,46016,964,37771,6,38716,6
966,40174,4,42366,4,2192,2009,2015,,,,43824,46016,966,36524,4,38716,4
968,40814,3,41412,3,598,2011,2013,,,,44464,45062,968,37164,3,37762,3
968,41412,3,42366,3,954,2013,2015,,,,45062,46016,968,37762,3,38716,3
969,40174,3,40409,2,235,2009,2010,,,,43824,44059,969,36524,3,36759,2
969,40409,2,41635,3,1226,2010,2013,,,,44059,45285,969,36759,2,37985,3
969,41635,3,42366,3,731,2013,2015,,,,45285,46016,969,37985,3,38716,3
970,41445,3,42336,2,891,2013,2015,,,,45095,45986,970,37795,3,38686,2
970,42336,2,42366,2,30,2015,2015,,,,45986,46016,970,38686,2,38716,2
971,41504,5,41635,5,131,2013,2013,,,,45154,45285,971,37854,5,37985,5
971,41635,5,42366,5,731,2013,2015,,,,45285,46016,971,37985,5,38716,5
973,40691,4,41170,4,479,2011,2012,,,,44341,44820,973,37041,4,37520,4
973,41170,4,42366,4,1196,2012,2015,,,,44820,46016,973,37520,4,38716,4
974,40021,4,41047,4,1026,2009,2012,,,,43671,44697,974,36371,4,37397,4
974,41047,4,41078,5,31,2012,2012,,,,44697,44728,974,37397,4,37428,5
974,41452,6,41931,6,479,2013,2014,,,,45102,45581,974,37802,6,38281,6
974,41931,6,42366,6,435,2014,2015,,,,45581,46016,974,38281,6,38716,6
975,41565,3,42001,3,436,2013,2014,,,,45215,45651,975,37915,3,38351,3
975,42001,3,42366,3,365,2014,2015,,,,45651,46016,975,38351,3,38716,3
976,41635,3,42366,3,731,2013,2015,,,,45285,46016,976,37985,3,38716,3
977,41056,4,41078,4,22,2012,2012,,,,44706,44728,977,37406,4,37428,4
977,41078,4,41270,4,192,2012,2012,,,,44728,44920,977,37428,4,37620,4
977,41270,4,42366,4,1096,2012,2015,,,,44920,46016,977,37620,4,38716,4
978,40540,2,42366,2,1826,2010,2015,,,,44190,46016,978,36890,2,38716,2
979,41931,5,42366,5,435,2014,2015,,,,45581,46016,979,38281,5,38716,5
981,39951,4,39960,4,9,2009,2009,,,,43601,43610,981,36301,4,36310,4
981,39960,4,40326,3,366,2009,2010,,,,43610,43976,981,36310,4,36676,3
981,40326,3,41056,3,730,2010,2012,,,,43976,44706,981,36676,3,37406,3
981,41056,3,42366,3,1310,2012,2015,,,,44706,46016,981,37406,3,38716,3
982,40135,3,42152,3,2017,2009,2015,,,,43785,45802,982,36485,3,38502,3
982,42152,3,42366,3,214,2015,2015,,,,45802,46016,982,38502,3,38716,3
983,40814,4,42366,4,1552,2011,2015,,,,44464,46016,983,37164,4,38716,4
984,40691,3,42366,3,1675,2011,2015,,,,44341,46016,984,37041,3,38716,3
985,41148,3,41504,2,356,2012,2013,,,,44798,45154,985,37498,3,37854,2
985,41504,2,42366,2,862,2013,2015,,,,45154,46016,985,37854,2,38716,2
986,41108,2,41421,2,313,2012,2013,,,,44758,45071,986,37458,2,37771,2
986,41421,2,42366,2,945,2013,2015,,,,45071,46016,986,37771,2,38716,2
987,41848,2,42366,2,518,2014,2015,,,,45498,46016,987,38198,2,38716,2
988,40540,4,41504,4,964,2010,2013,,,,44190,45154,988,36890,4,37854,4
988,41504,4,42366,4,862,2013,2015,,,,45154,46016,988,37854,4,38716,4
990,39951,4,40317,3,366,2009,2010,,,,43601,43967,990,36301,4,36667,3
991,42143,3,42366,3,223,2015,2015,,,,45793,46016,991,38493,3,38716,3
992,39960,4,42366,4,2406,2009,2015,,,,43610,46016,992,36310,4,38716,4
993,41635,6,42366,6,731,2013,2015,,,,45285,46016,993,37985,6,38716,6
994,40348,4,41482,4,1134,2010,2013,,,,43998,45132,994,36698,4,37832,4
994,41482,4,42366,4,884,2013,2015,,,,45132,46016,994,37832,4,38716,4
995,40540,4,41565,4,1025,2010,2013,,,,44190,45215,995,36890,4,37915,4
995,41565,4,42366,4,801,2013,2015,,,,45215,46016,995,37915,4,38716,4
996,40317,2,42366,2,2049,2010,2015,,,,43967,46016,996,36667,2,38716,2
998,41785,2,42366,2,581,2014,2015,,,,45435,46016,998,38135,2,38716,2
1000,39951,3,42366,3,2415,2009,2015,,,,43601,46016,1000,36301,3,38716,3
1002,40326,5,41270,5,944,2010,2012,,,,43976,44920,1002,36676,5,37620,5
1002,41270,5,41412,7,142,2012,2013,,,,44920,45062,1002,37620,5,37762,7
1002,41412,7,41574,7,162,2013,2013,,,,45062,45224,1002,37762,7,37924,7
1003,41910,4,42366,4,456,2014,2015,,,,45560,46016,1003,38260,4,38716,4
1004,39960,6,40682,5,722,2009,2011,,,,43610,44332,1004,36310,6,37032,5
1004,40682,5,41047,6,365,2011,2012,,,,44332,44697,1004,37032,5,37397,6
1004,41047,6,42366,6,1319,2012,2015,,,,44697,46016,1004,37397,6,38716,6
1005,39960,2,41412,2,1452,2009,2013,,,,43610,45062,1005,36310,2,37762,2
1005,41412,2,41781,3,369,2013,2014,,,,45062,45431,1005,37762,2,38131,3
1005,41781,3,41785,3,4,2014,2014,,,,45431,45435,1005,38131,3,38135,3
1005,41785,3,42366,3,581,2014,2015,,,,45435,46016,1005,38135,3,38716,3
1006,40805,4,41047,5,242,2011,2012,,,,44455,44697,1006,37155,4,37397,5
1006,41047,5,41270,5,223,2012,2012,,,,44697,44920,1006,37397,5,37620,5
1006,41270,5,42366,7,1096,2012,2015,,,,44920,46016,1006,37620,5,38716,7
1006,41270,7,41778,6,508,2012,2014,,,,44920,45428,1006,37620,7,38128,6
1006,41778,6,41786,6,8,2014,2014,,,,45428,45436,1006,38128,6,38136,6
1006,41786,6,41787,5,1,2014,2014,,,,45436,45437,1006,38136,6,38137,5
1006,41787,5,42147,4,360,2014,2015,,,,45437,45797,1006,38137,5,38497,4
1006,42147,4,42366,4,219,2015,2015,,,,45797,46016,1006,38497,4,38716,4
1007,40682,2,41421,3,739,2011,2013,,,,44332,45071,1007,37032,2,37771,3
1009,40844,3,42366,3,1522,2011,2015,,,,44494,46016,1009,37194,3,38716,3
1011,40174,6,40540,6,366,2009,2010,,,,43824,44190,1011,36524,6,36890,6
1011,40540,6,42366,6,1826,2010,2015,,,,44190,46016,1011,36890,6,38716,6
1012,39951,5,40174,5,223,2009,2009,,,,43601,43824,1012,36301,5,36524,5
1014,40052,3,42001,3,1949,2009,2014,,,,43702,45651,1014,36402,3,38351,3
1014,42001,3,42366,3,365,2014,2015,,,,45651,46016,1014,38351,3,38716,3
1015,42001,6,42183,5,182,2014,2015,,,,45651,45833,1015,38351,6,38533,5
1015,42183,5,42366,5,183,2015,2015,,,,45833,46016,1015,38533,5,38716,5
1016,39951,5,40540,4,589,2009,2010,,,,43601,44190,1016,36301,5,36890,4
1016,40540,4,42366,4,1826,2010,2015,,,,44190,46016,1016,36890,4,38716,4
1018,40540,7,40722,7,182,2010,2011,,,,44190,44372,1018,36890,7,37072,7
1018,40722,7,41870,7,1148,2011,2014,,,,44372,45520,1018,37072,7,38220,7
1018,41870,7,42366,7,496,2014,2015,,,,45520,46016,1018,38220,7,38716,7
1019,40682,4,42366,4,1684,2011,2015,,,,44332,46016,1019,37032,4,38716,4
1020,40021,3,40540,2,519,2009,2010,,,,43671,44190,1020,36371,3,36890,2
1021,40174,2,41412,2,1238,2009,2013,,,,43824,45062,1021,36524,2,37762,2
1021,41412,2,41839,3,427,2013,2014,,,,45062,45489,1021,37762,2,38189,3
1021,41839,3,42001,3,162,2014,2014,,,,45489,45651,1021,38189,3,38351,3
1021,42001,3,42366,3,365,2014,2015,,,,45651,46016,1021,38351,3,38716,3
1022,40540,3,41270,4,730,2010,2012,,,,44190,44920,1022,36890,3,37620,4
1022,41270,4,42366,4,1096,2012,2015,,,,44920,46016,1022,37620,4,38716,4
1023,39951,5,41596,6,1645,2009,2013,,,,43601,45246,1023,36301,5,37946,6
1023,41596,6,42366,6,770,2013,2015,,,,45246,46016,1023,37946,6,38716,6
1024,42305,4,42366,4,61,2015,2015,,,,45955,46016,1024,38655,4,38716,4
1025,40682,4,41605,4,923,2011,2013,,,,44332,45255,1025,37032,4,37955,4
1025,41605,4,42366,4,761,2013,2015,,,,45255,46016,1025,37955,4,38716,4
1026,41056,4,42366,4,1310,2012,2015,,,,44706,46016,1026,37406,4,38716,4
1027,39960,4,40540,4,580,2009,2010,,,,43610,44190,1027,36310,4,36890,4
1027,40540,4,41179,4,639,2010,2012,,,,44190,44829,1027,36890,4,37529,4
1027,42001,4,42366,4,365,2014,2015,,,,45651,46016,1027,38351,4,38716,4
1028,40774,2,41605,3,831,2011,2013,,,,44424,45255,1028,37124,2,37955,3
1028,41605,3,42366,3,761,2013,2015,,,,45255,46016,1028,37955,3,38716,3
1029,40418,4,41635,4,1217,2010,2013,,,,44068,45285,1029,36768,4,37985,4
1029,41635,4,42366,4,731,2013,2015,,,,45285,46016,1029,37985,4,38716,4
1030,40083,4,40479,3,396,2009,2010,,,,43733,44129,1030,36433,4,36829,3
1030,40479,3,41871,3,1392,2010,2014,,,,44129,45521,1030,36829,3,38221,3
1030,41871,3,42366,3,495,2014,2015,,,,45521,46016,1030,38221,3,38716,3
1031,41504,6,42366,6,862,2013,2015,,,,45154,46016,1031,37854,6,38716,6
1032,39951,4,40510,3,559,2009,2010,,,,43601,44160,1032,36301,4,36860,3
1032,40510,3,41962,3,1452,2010,2014,,,,44160,45612,1032,36860,3,38312,3
1032,41962,3,42366,3,404,2014,2015,,,,45612,46016,1032,38312,3,38716,3
1033,40905,3,41787,2,882,2011,2014,,,,44555,45437,1033,37255,3,38137,2
1033,41787,2,42366,2,579,2014,2015,,,,45437,46016,1033,38137,2,38716,2
1034,40174,6,40691,7,517,2009,2011,,,,43824,44341,1034,36524,6,37041,7
1034,40691,7,40752,6,61,2011,2011,,,,44341,44402,1034,37041,7,37102,6
1034,40752,6,41056,8,304,2011,2012,,,,44402,44706,1034,37102,6,37406,8
1034,41056,8,41108,7,52,2012,2012,,,,44706,44758,1034,37406,8,37458,7
1034,41108,7,41940,7,832,2012,2014,,,,44758,45590,1034,37458,7,38290,7
1034,41940,7,42305,5,365,2014,2015,,,,45590,45955,1034,38290,7,38655,5
1034,42305,5,42366,5,61,2015,2015,,,,45955,46016,1034,38655,5,38716,5
1035,40540,4,42366,4,1826,2010,2015,,,,44190,46016,1035,36890,4,38716,4
1036,40326,6,41148,7,822,2010,2012,,,,43976,44798,1036,36676,6,37498,7
1038,40174,7,40348,7,174,2009,2010,,,,43824,43998,1038,36524,7,36698,7
1038,40348,7,41179,7,831,2010,2012,,,,43998,44829,1038,36698,7,37529,7
1038,41179,7,42366,7,1187,2012,2015,,,,44829,46016,1038,37529,7,38716,7
1040,40540,2,42366,2,1826,2010,2015,,,,44190,46016,1040,36890,2,38716,2
1045,40317,4,42366,4,2049,2010,2015,,,,43967,46016,1045,36667,4,38716,4
1046,39951,5,41412,4,1461,2009,2013,,,,43601,45062,1046,36301,5,37762,4
1046,41412,4,42001,4,589,2013,2014,,,,45062,45651,1046,37762,4,38351,4
1046,42001,4,42366,4,365,2014,2015,,,,45651,46016,1046,38351,4,38716,4
1048,40348,5,42366,5,2018,2010,2015,,,,43998,46016,1048,36698,5,38716,5
1049,39951,6,40174,6,223,2009,2009,,,,43601,43824,1049,36301,6,36524,6
1049,40174,6,40905,7,731,2009,2011,,,,43824,44555,1049,36524,6,37255,7
1050,41270,5,42366,5,1096,2012,2015,,,,44920,46016,1050,37620,5,38716,5
1051,41047,4,41270,5,223,2012,2012,,,,44697,44920,1051,37397,4,37620,5
1051,41270,5,41962,4,692,2012,2014,,,,44920,45612,1051,37620,5,38312,4
1051,41962,4,42366,4,404,2014,2015,,,,45612,46016,1051,38312,4,38716,4
1052,40682,5,40905,5,223,2011,2011,,,,44332,44555,1052,37032,5,37255,5
1052,40905,5,41412,5,507,2011,2013,,,,44555,45062,1052,37255,5,37762,5
1052,41412,5,41787,6,375,2013,2014,,,,45062,45437,1052,37762,5,38137,6
1052,41787,6,41818,7,31,2014,2014,,,,45437,45468,1052,38137,6,38168,7
1053,40682,4,40745,4,63,2011,2011,,,,44332,44395,1053,37032,4,37095,4
1053,40745,4,42366,4,1621,2011,2015,,,,44395,46016,1053,37095,4,38716,4
1054,40682,2,40814,3,132,2011,2011,,,,44332,44464,1054,37032,2,37164,3
1054,40814,3,42366,3,1552,2011,2015,,,,44464,46016,1054,37164,3,38716,3
1055,41635,3,42366,3,731,2013,2015,,,,45285,46016,1055,37985,3,38716,3
1056,41544,4,42366,4,822,2013,2015,,,,45194,46016,1056,37894,4,38716,4
1057,40510,4,41078,4,568,2010,2012,,,,44160,44728,1057,36860,4,37428,4
1057,41078,4,42366,4,1288,2012,2015,,,,44728,46016,1057,37428,4,38716,4
1058,40317,3,42366,3,2049,2010,2015,,,,43967,46016,1058,36667,3,38716,3
1059,40317,2,42366,2,2049,2010,2015,,,,43967,46016,1059,36667,2,38716,2
1060,39951,5,40174,5,223,2009,2009,,,,43601,43824,1060,36301,5,36524,5
1060,40174,5,42366,5,2192,2009,2015,,,,43824,46016,1060,36524,5,38716,5
1060,40174,5,41778,5,1604,2009,2014,,,,43824,45428,1060,36524,5,38128,5
1060,41778,5,42366,5,588,2014,2015,,,,45428,46016,1060,38128,5,38716,5
1061,41047,2,42366,2,1319,2012,2015,,,,44697,46016,1061,37397,2,38716,2
1062,41270,5,41504,5,234,2012,2013,,,,44920,45154,1062,37620,5,37854,5
1062,41504,5,42366,5,862,2013,2015,,,,45154,46016,1062,37854,5,38716,5
1063,40905,2,41047,3,142,2011,2012,,,,44555,44697,1063,37255,2,37397,3
1063,41047,3,42366,3,1319,2012,2015,,,,44697,46016,1063,37397,3,38716,3
1064,40440,4,41270,5,830,2010,2012,,,,44090,44920,1064,36790,4,37620,5
1064,41270,5,41421,5,151,2012,2013,,,,44920,45071,1064,37620,5,37771,5
1064,41421,5,42366,5,945,2013,2015,,,,45071,46016,1064,37771,5,38716,5
1065,40844,2,40905,2,61,2011,2011,,,,44494,44555,1065,37194,2,37255,2
1065,40905,2,41053,3,148,2011,2012,,,,44555,44703,1065,37255,2,37403,3
1065,41053,3,42366,3,1313,2012,2015,,,,44703,46016,1065,37403,3,38716,3
1066,40174,3,41848,4,1674,2009,2014,,,,43824,45498,1066,36524,3,38198,4
1066,41848,4,42366,4,518,2014,2015,,,,45498,46016,1066,38198,4,38716,4
1068,39951,2,42366,2,2415,2009,2015,,,,43601,46016,1068,36301,2,38716,2
1069,41782,1,42366,1,584,2014,2015,,,,45432,46016,1069,38132,1,38716,1
1070,40685,2,40866,2,181,2011,2011,,,,44335,44516,1070,37035,2,37216,2
1070,40866,2,41047,3,181,2011,2012,,,,44516,44697,1070,37216,2,37397,3
1070,41047,3,42366,3,1319,2012,2015,,,,44697,46016,1070,37397,3,38716,3
1071,39951,6,40013,7,62,2009,2009,,,,43601,43663,1071,36301,6,36363,7
1071,40013,7,40174,7,161,2009,2009,,,,43663,43824,1071,36363,7,36524,7
1072,40479,3,41179,3,700,2010,2012,,,,44129,44829,1072,36829,3,37529,3
1072,41179,3,41270,3,91,2012,2012,,,,44829,44920,1072,37529,3,37620,3
1072,41270,3,42366,3,1096,2012,2015,,,,44920,46016,1072,37620,3,38716,3
1073,41200,3,42366,3,1166,2012,2015,,,,44850,46016,1073,37550,3,38716,3
1074,41200,3,42366,3,1166,2012,2015,,,,44850,46016,1074,37550,3,38716,3
1075,39951,5,39960,4,9,2009,2009,,,,43601,43610,1075,36301,5,36310,4
1075,39960,4,41047,4,1087,2009,2012,,,,43610,44697,1075,36310,4,37397,4
1075,41047,4,42143,4,1096,2012,2015,,,,44697,45793,1075,37397,4,38493,4
1075,42143,4,42366,4,223,2015,2015,,,,45793,46016,1075,38493,4,38716,4
1078,40104,6,40691,6,587,2009,2011,,,,43754,44341,1078,36454,6,37041,6
1078,40691,6,41270,6,579,2011,2012,,,,44341,44920,1078,37041,6,37620,6
1078,41270,6,41809,6,539,2012,2014,,,,44920,45459,1078,37620,6,38159,6
1080,39951,5,40449,4,498,2009,2010,,,,43601,44099,1080,36301,5,36799,4
1080,40449,4,41047,6,598,2010,2012,,,,44099,44697,1080,36799,4,37397,6
1080,41047,6,42366,7,1319,2012,2015,,,,44697,46016,1080,37397,6,38716,7
1080,41047,7,42366,8,1319,2012,2015,,,,44697,46016,1080,37397,7,38716,8
1080,41148,7,42366,7,1218,2012,2015,,,,44798,46016,1080,37498,7,38716,7
1081,40470,6,40905,6,435,2010,2011,,,,44120,44555,1081,36820,6,37255,6
1081,40905,6,41087,7,182,2011,2012,,,,44555,44737,1081,37255,6,37437,7
1081,41087,7,42366,7,1279,2012,2015,,,,44737,46016,1081,37437,7,38716,7
1084,39951,3,40540,2,589,2009,2010,,,,43601,44190,1084,36301,3,36890,2
1085,39960,2,42366,2,2406,2009,2015,,,,43610,46016,1085,36310,2,38716,2
1086,41635,3,42366,3,731,2013,2015,,,,45285,46016,1086,37985,3,38716,3
1087,41910,6,42366,6,456,2014,2015,,,,45560,46016,1087,38260,6,38716,6
1088,40510,5,41047,5,537,2010,2012,,,,44160,44697,1088,36860,5,37397,5
1088,41047,5,41635,5,588,2012,2013,,,,44697,45285,1088,37397,5,37985,5
1088,41635,5,41778,6,143,2013,2014,,,,45285,45428,1088,37985,5,38128,6
1088,41778,6,42366,6,588,2014,2015,,,,45428,46016,1088,38128,6,38716,6
1089,40387,5,42305,5,1918,2010,2015,,,,44037,45955,1089,36737,5,38655,5
1089,42305,5,42366,5,61,2015,2015,,,,45955,46016,1089,38655,5,38716,5
1090,40510,5,42143,5,1633,2010,2015,,,,44160,45793,1090,36860,5,38493,5
1090,42143,5,42366,5,223,2015,2015,,,,45793,46016,1090,38493,5,38716,5
1092,42001,4,42366,4,365,2014,2015,,,,45651,46016,1092,38351,4,38716,4
1093,40540,4,41270,4,730,2010,2012,,,,44190,44920,1093,36890,4,37620,4
1093,41270,4,42143,4,873,2012,2015,,,,44920,45793,1093,37620,4,38493,4
1093,42143,4,42366,4,223,2015,2015,,,,45793,46016,1093,38493,4,38716,4
1094,41240,4,42366,4,1126,2012,2015,,,,44890,46016,1094,37590,4,38716,4
1095,40814,4,41870,4,1056,2011,2014,,,,44464,45520,1095,37164,4,38220,4
1095,41870,4,42366,4,496,2014,2015,,,,45520,46016,1095,38220,4,38716,4
1096,41049,5,42366,5,1317,2012,2015,,,,44699,46016,1096,37399,5,38716,5
1097,41047,3,41574,4,527,2012,2013,,,,44697,45224,1097,37397,3,37924,4
1097,41574,4,41787,3,213,2013,2014,,,,45224,45437,1097,37924,4,38137,3
1097,41787,3,42366,3,579,2014,2015,,,,45437,46016,1097,38137,3,38716,3
1098,39960,3,40318,3,358,2009,2010,,,,43610,43968,1098,36310,3,36668,3
1098,40318,3,42366,3,2048,2010,2015,,,,43968,46016,1098,36668,3,38716,3
1099,40317,3,42366,3,2049,2010,2015,,,,43967,46016,1099,36667,3,38716,3
1100,41412,2,42366,2,954,2013,2015,,,,45062,46016,1100,37762,2,38716,2
1101,39951,4,40905,4,954,2009,2011,,,,43601,44555,1101,36301,4,37255,4
1101,40905,4,41513,4,608,2011,2013,,,,44555,45163,1101,37255,4,37863,4
1101,41513,4,42143,5,630,2013,2015,,,,45163,45793,1101,37863,4,38493,5
1101,42143,5,42366,5,223,2015,2015,,,,45793,46016,1101,38493,5,38716,5
1102,41635,6,42366,6,731,2013,2015,,,,45285,46016,1102,37985,6,38716,6
1103,40442,7,40844,8,402,2010,2011,,,,44092,44494,1103,36792,7,37194,8
1103,40844,8,42366,8,1522,2011,2015,,,,44494,46016,1103,37194,8,38716,8
1104,40905,2,42366,2,1461,2011,2015,,,,44555,46016,1104,37255,2,38716,2
1105,40317,3,42366,3,2049,2010,2015,,,,43967,46016,1105,36667,3,38716,3
1106,40083,5,41179,6,1096,2009,2012,,,,43733,44829,1106,36433,5,37529,6
1106,41179,6,42366,6,1187,2012,2015,,,,44829,46016,1106,37529,6,38716,6
1108,40074,4,40113,4,39,2009,2009,,,,43724,43763,1108,36424,4,36463,4
1108,40113,4,41052,3,939,2009,2012,,,,43763,44702,1108,36463,4,37402,3
1108,41052,3,42366,3,1314,2012,2015,,,,44702,46016,1108,37402,3,38716,3
1109,40021,4,40174,4,153,2009,2009,,,,43671,43824,1109,36371,4,36524,4
1109,40174,4,41117,3,943,2009,2012,,,,43824,44767,1109,36524,4,37467,3
1109,41117,3,42366,3,1249,2012,2015,,,,44767,46016,1109,37467,3,38716,3
1111,41787,4,42366,4,579,2014,2015,,,,45437,46016,1111,38137,4,38716,4
1113,40174,7,40743,7,569,2009,2011,,,,43824,44393,1113,36524,7,37093,7
1113,40743,7,42366,7,1623,2011,2015,,,,44393,46016,1113,37093,7,38716,7
1114,40074,6,40540,6,466,2009,2010,,,,43724,44190,1114,36424,6,36890,6
1114,40540,6,42366,8,1826,2010,2015,,,,44190,46016,1114,36890,6,38716,8
1115,40174,5,40540,6,366,2009,2010,,,,43824,44190,1115,36524,5,36890,6
1115,40540,6,40691,5,151,2010,2011,,,,44190,44341,1115,36890,6,37041,5
1115,40691,5,42366,5,1675,2011,2015,,,,44341,46016,1115,37041,5,38716,5
1116,41778,4,42366,4,588,2014,2015,,,,45428,46016,1116,38128,4,38716,4
1118,39960,4,41052,5,1092,2009,2012,,,,43610,44702,1118,36310,4,37402,5
1118,41052,5,41108,4,56,2012,2012,,,,44702,44758,1118,37402,5,37458,4
1118,41108,4,41778,4,670,2012,2014,,,,44758,45428,1118,37458,4,38128,4
1118,41778,4,42143,3,365,2014,2015,,,,45428,45793,1118,38128,4,38493,3
1118,42143,3,42366,3,223,2015,2015,,,,45793,46016,1118,38493,3,38716,3
